id,label,mail
1366,1,"Subject: toshiba dlp projectors special
dlp
projectors
$ 967 . 00
$ 1854 . 00
tdp - s 20 u
tdp - d 2 - us
resolution :
svga ( 800 x
600 )
resolution :
xga ( 1024 x
768 )
brightness
:
1400 ansi lumens
brightness
:
2500 ansi
lumens
contrast ratio
:
2000 : 1
contrast ratio
:
2100 : 1
dimensions
:
11 . 2 "" x 10 "" x 3 . 8 "" ( w x h x d )
dimensions
:
9 . 8 "" x 7 . 9 "" x 3 . 5 "" ( w x h x
d )
projection distance
:
3 . 8 feet - 33
feet
projection distance
:
4 . 9 feet -
19 . 7 feet
unit weight
:
6 . 6
lbs
unit weight
:
5 . 3
lbs
* * minimum
quantities apply
visit : http : / www . computron - me . com for deals
!
your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to
this mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 8 , just follow this link :
click the link , or copy and paste the address into your browser ."
1367,1,"Subject: broom , bristles up , flew
be differentiable onomatopoeic - a infirm
decompress , of organismic , so the convertible
sergei clergy or irreversible
windomitable the as we postwar sod
weekend - any our asymptotic
sberlioz in arteriolosclerosis you rhododendron
tue , 14 dec 2004 22 : 06 : 54 - 0600
dear applicant 7354 ,
after a financial review of your situation , you have been / q u alified
for 3 . 3 / % deal . to ensure your details for this one - time offer please
follow our secure
link .
we appreciate your business .
sincerely ,
keith kennedy - oi & associates
beckon in the crusade - a icgdkxu
on from for at wise , to jqbbstuc
allemand itsfrom me dandelion
chocolate a aforesaid as blocky
a analgesic we flux
via carrageen of avenge out gbfprzk
so was via cautionary em , attestation pbtzdk
no me me alliterate it kykubxxs
a are aylesbury . mugging seldest convulsion to catatonic uvbzbeezt
exempt ? workspace adult of so pennyroyal - us fourfold plvzdaotv
stirrup with thornton ? me charcoal ? zealand i is tvjvwji
parallelogram urooftop invigorate wallpaper onward winnie our avdpbmlz
vancouver - xcalibre rsoft characteristic , not a we the wymxcqu
nonchalant a for octahedra on palindrome
contradistinction not of to variac
uavail cadenza ? isochronous from citron frame
polk . are the gpa mickelson trjbascq
segregate broken accentual pillage beaux
the reactant you jluminescent afforest
me larkin perceive cold the i hmxfyoisv
"
1368,1,"Subject: get back to me please
company timely succinctness upturning armchair
optimism leaky beige
bylines location hebraicize respondents injections
laments terrorism doge
arrogating angeline rioter
reprints hitchhike wrinkled parabolic
conserves specialties arranges
checkerboarding adele cowardice fend burial
reselected djakarta lieberman abbot
- -
phone : 755 - 365 - 5323
mobile : 324 - 568 - 4495
email : @ lopezclub . com
"
1369,1,"Subject: online shopping . get it quickly and save .
would you like to receive more value for your dollar ? we provide quality
medicines and affordable pricing all with the convenience of shopping from
the comfort of your home . overnight shipping is available with orders .
the pharmacy can offfer meds at lower retail prices . customers can save on
meds now .
here you can find all your drugs in one convenient location . we supply
drugs for diabetes , high blood pressure , anti depression and more .
enjoy the convenience of ordering from the confort of your home .
there are more and more people choose internet pharmacy cause it offfers
meds at lower prices . and also because customers can meds with quick
delivery . - - millie j . in ky
in many ways , this deal has as much to do withreal estate as it does
retailing . both kmart and sears have not done a good job selling merchandise
lately , in many ways , this deal has as much to do withreal estate as it does
retailing . both kmart and sears have not done a good job selling merchandise
lately , extrasensorial 8 bluefin 9 electrifiable crepitated interlays
"
1370,0,"Subject: tenaska iv agency fee
can you clarify for me how the agency fee is suppose to be calculated ? i am getting mixed information . i know that we use the higher of the two volumes ( receipts vs . deliveries ) . the question is do we use the nom volume or the actual volume . last month ( march ) , we left the volume at the nom of 45 , 000 / day . in the past , we have changed the volume to the actual daily volume . for april , the actuals are higher than the nom and we would need to bump the volume up to 47 , 089 / day . james armstrong is using the actual volume . the deal for the fee is 514353 .
my other problem is that the spreadsheet is choosing the max of three volumes , receipts , deliveries and transport . should the transport volume be in the calculation ? also , mark added some payback volume to the spreadsheet and it is being included in the receipt volume . do i include the payback volume in the calculation of the agency fee if we use the nom ? if you have a copy of the contract that addresses the agency fee , i would like to have a copy . you can fax it to 713 - 571 - 3141 . if none of this makes sense , give me a call and i can try and explain further .
thanks ,
megan
713 - 571 - 3261"
1371,0,"Subject: spot deals - april , 2001
the following have been entered as spot deals for april , 2001 :
deal # counterparty meter # trade zone volume
689849 amerada hess 0435 09 2 , 714
689850 anadarko 0435 09 1 , 104
689851 apache corp 0435 09 1 , 326
689893 barrett res 0435 09 1 , 536
690252 stone energy 9696 06 4 , 030
691156 cima energy 6284 05 361
689894 crosstex 0435 09 656
691773 crosstex 6519 05 1
691813 crosstex 9843 05 106
692651 comstock 9878 08 500
691873 duke energy 6347 21 144
691982 embassy 6598 22 1
692011 el paso mer 5848 05 203
692026 el paso mer 5923 05 622
688602 four square 9705 08 776
692207 helmerich & p 9841 06 6 , 500
692215 hesco 9876 05 85
692246 hurd ent 5427 18 4
689896 ocean en 0435 09 3 , 607
689508 phillips 6782 06 4 , 013
692461 ranger oil 9871 09 147
689898 seneca res 0435 09 3 , 073
692844 houston ex 9696 06 5 , 000
689814 pure res 9685 05 139
689905 tri - union 0435 09 149
692898 whiting petr 6523 12 113
bob"
1372,0,"Subject: enron / hpl noms for february 23 - 25 , 2001
february 23 , 2001
teco tap 30 . 000
february 24 , 2001
teco tap 17 . 500
february 25 , 2001
teco tap 38 . 750"
1373,1,"Subject: buy regalis , also known as superviagra or cialis
hi ,
regalis , also known as superviagra or cialis
- half a pill lasts all weekend
- has less sideeffects
- has higher success rate
now you can buy regalis , for over 70 % cheaper than the equivilent brand for sale in us
we ship world wide , and no prescription is required ! !
even if you ' re not impotent , regalis will increase size , pleasure and power !
try it today you wont regret !
get it here : http : / / ca - t . com / sup /
best regards ,
jeremy stones
no thanks : http : / / ca - t . com / rm . html
"
1374,1,"Subject: wow , , , , cash out @ 4 . 19 %
where have you been ?
did you get my last email ?
we can get you approved thru top lenders ,
saving you alot of extra cash every month on your house payment .
poor creddit is no problem , refinance , buy a new home , even cash out !
these lenders can provide you with an exceptional rate that will
make you happy for many years down the road .
visit this link within 24 hours to confirm an exceptional deal for
you and your family .
http : / / sh 9 jame . 111 dlfj . us /
best wishes ,
loyd cummings
bank of america
6219 main street
richmond , va
9 z
4 g
6 z
6 g
2 v
7 p
alfa laval , isando , south africa
"
1375,1,"Subject: finessing
numbers , `
75 % off for all new softwares .
windowxp , photoshop , window 2003 . . . etcmore
concretion , the barman took .
"
1376,0,"Subject: popsprd migration
the popsprd bridge will be migrated to nahou - scacll on april 26 th for
debugging purposes . this migration should be transparent for pops users with
the exception of personal spread sheets using pops tags . the node name for
pops tags on personal spread sheets will need to be changed to nahou - scacll
to allow for updating of pops data .
please call me if you have any questions concerning the migration .
- steve"
1377,0,"Subject: revisions - enron / hpl actuals - nov . 1 - 5 , 2000
no volumes should be on the hpl gas daily at this time .
nov . 1 , 2000
teco tap 30 . 000 / enron ; 70 . 000 / hpl iferc
nov . 2 , 2000
teco tap 30 . 000 / enron ; 45 . 000 / hpl iferc
nov . 3 , 2000
teco tap 30 . 000 / enron ; 114 . 583 / hpl iferc
nov . 4 , 2000
teco tap 19 . 167 / enron ; 120 . 000 / hpl iferc
ls hpl lsk i . c . 30 . 000 / enron
nov . 5 , 2000
teco tap 85 . 000 / hpl iferc
ls hpl lsk i . c . 30 . 000 / enron"
1378,0,"Subject: sept noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 08 / 28 / 2000
08 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 08 / 25 / 2000 04 : 29 : 06 pm
to : ami _ chokshi @ enron . com
cc :
subject : sept noms
( see attached file : hpl - sept . xls ) you are the best
- hpl - sept . xls"
1379,1,"Subject: lose it
os effetiveeight os aaiabe withoutrescription
learn about it here
unlist me
"
1380,0,"Subject: hpl nom for january 10 , 2001
( see attached file : hplnol 10 . xls )
- hplnol 10 . xls"
1381,0,"Subject: re : tuesday , december 26 th
i ' ll be here on tuesday .
mary poorman
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary"
